game_id|game_name|game_info|game_size
1941r1.zip|1941: Counter Attack (World)|Capcom/1990|
1941u.zip|1941: Counter Attack (USA 900227)|Capcom/1990|
1941j.zip|1941: Counter Attack (Japan)|Capcom/1990|
mercs.zip|Mercs (World 900302)|Capcom/1990|
mercsu.zip|Mercs (USA 900608)|Capcom/1990|
mercsur1.zip|Mercs (USA 900302)|Capcom/1990|
mercsj.zip|Senjou no Ookami II (Japan 900302)|Capcom/1990|
mtwins.zip|Mega Twins (World 900619)|Capcom/1990|
chikij.zip|Chiki Chiki Boys (Japan 900619)|Capcom/1990|
msword.zip|Magic Sword: Heroic Fantasy (World 900725)|Capcom/1990|
mswordr1.zip|Magic Sword: Heroic Fantasy (World 900623)|Capcom/1990|
mswordu.zip|Magic Sword: Heroic Fantasy (USA 900725)|Capcom/1990|
mswordj.zip|Magic Sword: Heroic Fantasy (Japan 900623)|Capcom/1990|
cawing.zip|Carrier Air Wing (World 901012)|Capcom/1990|
cawingr1.zip|Carrier Air Wing (World 901009)|Capcom/1990|
cawingu.zip|Carrier Air Wing (USA 901130)|Capcom/1990|
cawingur1.zip|Carrier Air Wing (USA 901012)|Capcom/1990|
cawingj.zip|U.S. Navy (Japan 901012)|Capcom/1990|
cawingjr.zip|U.S. Navy (Japan Resale Ver. 901130)|Capcom/1990|
nemo.zip|Nemo (World 901130)|Capcom/1990|
nemor1.zip|Nemo (World 901109)|Capcom/1990|
nemoj.zip|Nemo (Japan 901120, 88622B-3 ROM board)|Capcom/1990|
nemoja.zip|Nemo (Japan 901120, 89625B-1 ROM board)|Capcom/1990|
sf2.zip|Street Fighter II: The World Warrior (World 910522)|Capcom/1991|
sf2ea.zip|Street Fighter II: The World Warrior (World 910204)|Capcom/1991|
sf2eb.zip|Street Fighter II: The World Warrior (World 910214)|Capcom/1991|
sf2ed.zip|Street Fighter II: The World Warrior (World 910318)|Capcom/1991|
sf2ee.zip|Street Fighter II: The World Warrior (World 910228)|Capcom/1991|
sf2ef.zip|Street Fighter II: The World Warrior (World 910411)|Capcom/1991|
sf2em.zip|Street Fighter II: The World Warrior (World 910129)|Capcom/1991|
